#UF/TF, #V/TV
0.9,3.2186508178710938e-06
1,4.023313522338867e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.25
0.2,0.125
0.2,0.1875
0.2,0.1875
0.3,0.09375
0.3,0.0703125
0.3,0.009765625
0.4,0.046875
0.4,0.015625
0.4,0.019775390625
0.5,0.0146484375
0.5,0.0029296875
0.5,0.0018310546875
0.6,0.0030517578125
0.6,0.00164794921875
0.6,0.00091552734375
0.7,0.0004291534423828125
0.7,0.0001220703125
0.7,0.00012874603271484375
0.8,7.724761962890625e-05
0.8,6.866455078125e-05
0.8,2.682209014892578e-05
0.9,1.430511474609375e-05
0.9,8.940696716308594e-06
0.9,4.470348358154297e-06
1,4.023313522338867e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.125
0.2,0.1875
0.2,0.375
0.2,0.375
0.3,0.046875
0.3,0.0625
0.3,0.09375
0.4,0.015625
0.4,0.009765625
0.4,0.005859375
0.5,0.00439453125
0.5,0.0048828125
0.5,0.000732421875
0.6,0.0011444091796875
0.6,0.0029296875
0.6,0.0006103515625
0.7,0.0004119873046875
0.7,0.000171661376953125
0.7,0.000171661376953125
0.8,4.291534423828125e-05
0.8,1.9311904907226562e-05
0.8,4.291534423828125e-05
0.9,1.71661376953125e-05
0.9,5.364418029785156e-06
0.9,5.364418029785156e-06
1,2.682209014892578e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.75
0.2,0.5625
0.2,0.25
0.2,0.0625
0.3,0.1875
0.3,0.0625
0.3,0.015625
0.4,0.0234375
0.4,0.0087890625
0.4,0.005859375
0.5,0.002197265625
0.5,0.0048828125
0.5,0.003662109375
0.6,0.00439453125
0.6,0.0010986328125
0.6,0.000514984130859375
0.7,0.0002288818359375
0.7,0.0002288818359375
0.7,9.1552734375e-05
0.8,0.0001373291015625
0.8,2.1457672119140625e-05
0.8,2.86102294921875e-05
0.9,1.341104507446289e-05
0.9,6.4373016357421875e-06
0.9,5.587935447692871e-06
1,4.023313522338867e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.375
0.2,0.25
0.2,0.3125
0.2,0.0625
0.3,0.125
0.3,0.0703125
0.3,0.0234375
0.4,0.015625
0.4,0.017578125
0.4,0.01318359375
0.5,0.005859375
0.5,0.006591796875
0.5,0.0010986328125
0.6,0.0029296875
0.6,0.00061798095703125
0.6,0.000858306884765625
0.7,0.00018310546875
0.7,0.0002574920654296875
0.7,8.58306884765625e-05
0.8,5.364418029785156e-05
0.8,5.7220458984375e-05
0.8,2.384185791015625e-05
0.9,8.58306884765625e-06
0.9,8.58306884765625e-06
0.9,5.587935447692871e-06
1,4.023313522338867e-06
1,1.341104507446289e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.25
0.1,1.0
0.2,0.125
0.2,0.125
0.2,0.0625
0.3,0.03125
0.3,0.03125
0.3,0.09375
0.4,0.046875
0.4,0.0234375
0.4,0.0029296875
0.5,0.0048828125
0.5,0.01373291015625
0.5,0.002197265625
0.6,0.0010986328125
0.6,0.000457763671875
0.6,0.0003662109375
0.7,0.000514984130859375
0.7,0.0001373291015625
0.7,0.0001430511474609375
0.8,5.7220458984375e-05
0.8,1.1444091796875e-05
0.8,1.52587890625e-05
0.9,8.58306884765625e-06
0.9,1.0728836059570312e-05
0.9,4.291534423828125e-06
1,3.3527612686157227e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,1.0
0.1,0.25
0.2,0.25
0.2,0.0625
0.2,0.1875
0.3,0.0234375
0.3,0.01171875
0.3,0.0234375
0.4,0.03515625
0.4,0.0234375
0.4,0.0078125
0.5,0.0087890625
0.5,0.00439453125
0.5,0.0091552734375
0.6,0.0018310546875
0.6,0.00054931640625
0.6,0.000457763671875
0.7,0.0006103515625
0.7,0.000274658203125
0.7,0.000171661376953125
0.8,6.866455078125e-05
0.8,6.437301635742188e-05
0.8,2.288818359375e-05
0.9,8.940696716308594e-06
0.9,8.58306884765625e-06
0.9,5.364418029785156e-06
1,3.2186508178710938e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.25
0.2,1.0
0.2,0.0625
0.2,0.125
0.3,0.046875
0.3,0.09375
0.3,0.046875
0.4,0.0146484375
0.4,0.0234375
0.4,0.005859375
0.5,0.0087890625
0.5,0.0003662109375
0.5,0.0054931640625
0.6,0.0029296875
0.6,0.000823974609375
0.6,0.0010986328125
0.7,0.000457763671875
0.7,0.000152587890625
0.7,0.0001373291015625
0.8,7.62939453125e-05
0.8,8.940696716308594e-05
0.8,1.7881393432617188e-05
0.9,2.1457672119140625e-05
0.9,8.046627044677734e-06
0.9,5.587935447692871e-06
1,2.2351741790771484e-06
1,1.6093254089355469e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,1.0
0.1,0.75
0.2,0.5
0.2,0.0625
0.2,0.046875
0.3,0.0625
0.3,0.046875
0.3,0.046875
0.4,0.03125
0.4,0.0087890625
0.4,0.005859375
0.5,0.0029296875
0.5,0.00390625
0.5,0.00146484375
0.6,0.002197265625
0.6,0.001220703125
0.6,0.000514984130859375
0.7,0.000274658203125
0.7,0.0001373291015625
0.7,9.1552734375e-05
0.8,7.152557373046875e-05
0.8,3.5762786865234375e-05
0.8,1.430511474609375e-05
0.9,1.430511474609375e-05
0.9,4.023313522338867e-06
0.9,5.364418029785156e-06
1,4.023313522338867e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.25
0.1,1.0
0.2,0.125
0.2,0.09375
0.2,0.09375
0.3,0.046875
0.3,0.078125
0.3,0.015625
0.4,0.01171875
0.4,0.01171875
0.4,0.005859375
0.5,0.0029296875
0.5,0.003662109375
0.5,0.00439453125
0.6,0.00152587890625
0.6,0.0018310546875
0.6,0.000823974609375
0.7,0.000274658203125
0.7,0.000102996826171875
0.7,0.000171661376953125
0.8,4.291534423828125e-05
0.8,5.14984130859375e-05
0.8,2.1457672119140625e-05
0.9,1.609325408935547e-05
0.9,7.152557373046875e-06
0.9,5.364418029785156e-06
1,4.023313522338867e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.75
0.2,0.25
0.2,0.1875
0.2,0.375
0.3,0.25
0.3,0.0234375
0.3,0.03125
0.4,0.0078125
0.4,0.005859375
0.4,0.01318359375
0.5,0.005859375
0.5,0.001220703125
0.5,0.0032958984375
0.6,0.0010986328125
0.6,0.00171661376953125
0.6,0.0011444091796875
0.7,0.00054931640625
0.7,0.0002574920654296875
0.7,0.0001430511474609375
0.8,5.7220458984375e-05
0.8,5.9604644775390625e-05
0.8,1.430511474609375e-05
0.9,1.7881393432617188e-05
0.9,6.4373016357421875e-06
0.9,6.705522537231445e-06
1,3.2186508178710938e-06
1,1.341104507446289e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.75
0.1,0.5
0.2,0.25
0.2,0.375
0.2,0.5625
0.3,0.140625
0.3,0.046875
0.3,0.015625
0.4,0.0234375
0.4,0.0087890625
0.4,0.01318359375
0.5,0.006103515625
0.5,0.0048828125
0.5,0.002197265625
0.6,0.0010986328125
0.6,0.0010986328125
0.6,0.0003662109375
0.7,0.0002288818359375
0.7,0.0004291534423828125
0.7,8.58306884765625e-05
0.8,2.1457672119140625e-05
0.8,7.152557373046875e-05
0.8,2.86102294921875e-05
0.9,7.152557373046875e-06
0.9,1.2874603271484375e-05
0.9,5.364418029785156e-06
1,2.682209014892578e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.25
0.1,1.0
0.2,0.25
0.2,0.375
0.2,0.09375
0.3,0.28125
0.3,0.046875
0.3,0.0703125
0.4,0.05859375
0.4,0.01171875
0.4,0.017578125
0.5,0.0098876953125
0.5,0.00244140625
0.5,0.00439453125
0.6,0.002288818359375
0.6,0.000823974609375
0.6,0.000308990478515625
0.7,0.00019073486328125
0.7,0.00034332275390625
0.7,0.000171661376953125
0.8,0.0002574920654296875
0.8,3.4332275390625e-05
0.8,2.1457672119140625e-05
0.9,1.609325408935547e-05
0.9,1.0728836059570312e-05
0.9,5.364418029785156e-06
1,2.0116567611694336e-06
1,1.6093254089355469e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.25
0.1,0.375
0.2,0.125
0.2,0.125
0.2,0.09375
0.3,0.09375
0.3,0.03125
0.3,0.046875
0.4,0.015625
0.4,0.087890625
0.4,0.0078125
0.5,0.00732421875
0.5,0.003662109375
0.5,0.0010986328125
0.6,0.002288818359375
0.6,0.0009765625
0.6,0.00091552734375
0.7,0.000457763671875
0.7,0.00018310546875
0.7,7.724761962890625e-05
0.8,0.00010728836059570312
0.8,7.152557373046875e-05
0.8,1.9311904907226562e-05
0.9,1.7881393432617188e-05
0.9,8.58306884765625e-06
0.9,4.470348358154297e-06
1,2.1457672119140625e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,1.0
0.1,0.75
0.2,0.25
0.2,0.125
0.2,0.1875
0.3,0.0234375
0.3,0.0234375
0.3,0.03515625
0.4,0.017578125
0.4,0.0263671875
0.4,0.0087890625
0.5,0.0029296875
0.5,0.0054931640625
0.5,0.0032958984375
0.6,0.0009765625
0.6,0.0006103515625
0.6,0.00054931640625
0.7,0.0001373291015625
0.7,0.000171661376953125
0.7,0.000102996826171875
0.8,8.940696716308594e-05
0.8,3.4332275390625e-05
0.8,3.4332275390625e-05
0.9,1.1444091796875e-05
0.9,1.0728836059570312e-05
0.9,8.046627044677734e-06
1,2.2351741790771484e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.125
0.2,0.125
0.2,0.5
0.2,0.125
0.3,0.03125
0.3,0.140625
0.3,0.046875
0.4,0.03515625
0.4,0.0087890625
0.4,0.00732421875
0.5,0.00439453125
0.5,0.00732421875
0.5,0.00274658203125
0.6,0.00054931640625
0.6,0.0010986328125
0.6,0.00054931640625
0.7,0.000171661376953125
0.7,0.000171661376953125
0.7,7.62939453125e-05
0.8,0.00011444091796875
0.8,4.291534423828125e-05
0.8,2.682209014892578e-05
0.9,2.1457672119140625e-05
0.9,1.2874603271484375e-05
0.9,4.023313522338867e-06
1,4.023313522338867e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.25
0.2,0.125
0.2,0.5
0.2,0.1875
0.3,0.03125
0.3,0.0390625
0.3,0.0390625
0.4,0.0234375
0.4,0.01171875
0.4,0.01318359375
0.5,0.0087890625
0.5,0.009765625
0.5,0.00244140625
0.6,0.001220703125
0.6,0.00048828125
0.6,9.1552734375e-05
0.7,0.000152587890625
0.7,0.00018310546875
0.7,0.00010728836059570312
0.8,7.152557373046875e-05
0.8,3.4332275390625e-05
0.8,3.4332275390625e-05
0.9,7.152557373046875e-06
0.9,4.291534423828125e-06
0.9,4.470348358154297e-06
1,3.3527612686157227e-06
1,1.341104507446289e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.25
0.2,0.25
0.2,0.125
0.2,0.140625
0.3,0.0703125
0.3,0.09375
0.3,0.0078125
0.4,0.046875
0.4,0.01171875
0.4,0.01318359375
0.5,0.0146484375
0.5,0.00274658203125
0.5,0.0009765625
0.6,0.006591796875
0.6,0.0010986328125
0.6,0.0006866455078125
0.7,0.000457763671875
0.7,0.000308990478515625
0.7,0.000102996826171875
0.8,6.866455078125e-05
0.8,6.437301635742188e-05
0.8,4.291534423828125e-05
0.9,1.71661376953125e-05
0.9,8.58306884765625e-06
0.9,4.470348358154297e-06
1,2.2351741790771484e-06
1,1.6093254089355469e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,1.0
0.1,0.25
0.2,0.125
0.2,0.125
0.2,0.1875
0.3,0.125
0.3,0.0703125
0.3,0.0234375
0.4,0.015625
0.4,0.0087890625
0.4,0.01318359375
0.5,0.006591796875
0.5,0.0032958984375
0.5,0.00164794921875
0.6,0.002197265625
0.6,0.000823974609375
0.6,0.00057220458984375
0.7,0.000274658203125
0.7,0.0004291534423828125
0.7,7.152557373046875e-05
0.8,7.152557373046875e-05
0.8,5.7220458984375e-05
0.8,2.384185791015625e-05
0.9,2.1457672119140625e-05
0.9,5.7220458984375e-06
0.9,5.364418029785156e-06
1,3.3527612686157227e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,1.0
0.1,0.25
0.2,0.375
0.2,0.1875
0.2,0.0625
0.3,0.078125
0.3,0.0078125
0.3,0.03125
0.4,0.005859375
0.4,0.0078125
0.4,0.00439453125
0.5,0.0087890625
0.5,0.0029296875
0.5,0.002197265625
0.6,0.002197265625
0.6,0.0010986328125
0.6,0.000457763671875
0.7,0.0006866455078125
0.7,0.0001373291015625
0.7,8.58306884765625e-05
0.8,0.00011444091796875
0.8,5.364418029785156e-05
0.8,2.1457672119140625e-05
0.9,1.341104507446289e-05
0.9,5.9604644775390625e-06
0.9,6.705522537231445e-06
1,3.2186508178710938e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.5
0.2,0.125
0.2,0.125
0.2,0.1875
0.3,0.09375
0.3,0.15625
0.3,0.0078125
0.4,0.005859375
0.4,0.015625
0.4,0.01171875
0.5,0.00439453125
0.5,0.005859375
0.5,0.00091552734375
0.6,0.000823974609375
0.6,0.0011444091796875
0.6,0.0003662109375
0.7,0.00054931640625
0.7,0.00020599365234375
0.7,0.0001430511474609375
0.8,6.866455078125e-05
0.8,3.5762786865234375e-05
0.8,2.86102294921875e-05
0.9,1.7881393432617188e-05
0.9,8.940696716308594e-06
0.9,4.470348358154297e-06
1,2.7939677238464355e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,1.0
0.1,0.25
0.2,1.0
0.2,0.0625
0.2,0.03125
0.3,0.03125
0.3,0.0625
0.3,0.0703125
0.4,0.03125
0.4,0.01171875
0.4,0.01171875
0.5,0.0087890625
0.5,0.0018310546875
0.5,0.00274658203125
0.6,0.00164794921875
0.6,0.003662109375
0.6,0.0010986328125
0.7,0.000274658203125
0.7,0.000274658203125
0.7,0.000171661376953125
0.8,5.364418029785156e-05
0.8,2.86102294921875e-05
0.8,2.86102294921875e-05
0.9,1.7881393432617188e-05
0.9,4.023313522338867e-06
0.9,5.364418029785156e-06
1,2.682209014892578e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.375
0.2,0.25
0.2,0.1875
0.2,0.09375
0.3,0.140625
0.3,0.046875
0.3,0.078125
0.4,0.017578125
0.4,0.01171875
0.4,0.0078125
0.5,0.00390625
0.5,0.0010986328125
0.5,0.00439453125
0.6,0.0018310546875
0.6,0.0003662109375
0.6,0.001430511474609375
0.7,0.00054931640625
0.7,0.000171661376953125
0.7,0.000171661376953125
0.8,5.14984130859375e-05
0.8,2.86102294921875e-05
0.8,1.7881393432617188e-05
0.9,1.71661376953125e-05
0.9,7.152557373046875e-06
0.9,6.705522537231445e-06
1,3.3527612686157227e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.125
0.2,0.125
0.2,0.125
0.2,0.0625
0.3,0.0625
0.3,0.0234375
0.3,0.046875
0.4,0.017578125
0.4,0.0234375
0.4,0.002197265625
0.5,0.00732421875
0.5,0.0018310546875
0.5,0.00274658203125
0.6,0.0029296875
0.6,0.0002288818359375
0.6,0.00054931640625
0.7,0.0006866455078125
0.7,0.000274658203125
0.7,0.00017881393432617188
0.8,5.14984130859375e-05
0.8,5.14984130859375e-05
0.8,5.364418029785156e-05
0.9,2.2351741790771484e-05
0.9,8.940696716308594e-06
0.9,2.682209014892578e-06
1,4.023313522338867e-06
1,1.341104507446289e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.75
0.2,0.25
0.2,0.0625
0.2,0.0625
0.3,0.0625
0.3,0.046875
0.3,0.0234375
0.4,0.09375
0.4,0.03125
0.4,0.01171875
0.5,0.02197265625
0.5,0.006591796875
0.5,0.0032958984375
0.6,0.00054931640625
0.6,0.0003662109375
0.6,0.000457763671875
0.7,0.00057220458984375
0.7,0.000152587890625
0.7,6.866455078125e-05
0.8,8.58306884765625e-05
0.8,5.7220458984375e-05
0.8,4.291534423828125e-05
0.9,2.574920654296875e-05
0.9,1.609325408935547e-05
0.9,6.4373016357421875e-06
1,2.682209014892578e-06
1,1.6093254089355469e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.375
0.2,0.25
0.2,0.375
0.2,0.1875
0.3,0.2109375
0.3,0.09375
0.3,0.046875
0.4,0.046875
0.4,0.03125
0.4,0.005859375
0.5,0.0087890625
0.5,0.0054931640625
0.5,0.00146484375
0.6,0.0009765625
0.6,0.0004119873046875
0.6,0.001373291015625
0.7,0.00030517578125
0.7,9.1552734375e-05
0.7,0.0001373291015625
0.8,0.00020599365234375
0.8,7.152557373046875e-05
0.8,2.86102294921875e-05
0.9,2.682209014892578e-05
0.9,9.655952453613281e-06
0.9,8.046627044677734e-06
1,2.682209014892578e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.25
0.2,0.375
0.2,0.1875
0.2,0.0625
0.3,0.0625
0.3,0.0703125
0.3,0.0234375
0.4,0.0234375
0.4,0.05859375
0.4,0.005859375
0.5,0.0029296875
0.5,0.00823974609375
0.5,0.00274658203125
0.6,0.002197265625
0.6,0.00171661376953125
0.6,0.00057220458984375
0.7,0.000457763671875
0.7,0.0002574920654296875
0.7,0.0001373291015625
0.8,8.940696716308594e-05
0.8,3.218650817871094e-05
0.8,1.430511474609375e-05
0.9,1.609325408935547e-05
0.9,8.940696716308594e-06
0.9,5.364418029785156e-06
1,2.682209014892578e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,1.0
0.2,0.25
0.2,0.375
0.2,0.1875
0.3,0.1875
0.3,0.046875
0.3,0.09375
0.4,0.005859375
0.4,0.01953125
0.4,0.01171875
0.5,0.0029296875
0.5,0.00439453125
0.5,0.0029296875
0.6,0.00439453125
0.6,0.00018310546875
0.6,0.00034332275390625
0.7,0.0002288818359375
0.7,0.000274658203125
0.7,0.00011444091796875
0.8,8.58306884765625e-05
0.8,2.384185791015625e-05
0.8,2.9802322387695312e-05
0.9,2.682209014892578e-05
0.9,4.291534423828125e-06
0.9,8.046627044677734e-06
1,2.7939677238464355e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,1.0
0.1,0.25
0.2,0.25
0.2,0.375
0.2,0.09375
0.3,0.09375
0.3,0.046875
0.3,0.09375
0.4,0.0234375
0.4,0.0146484375
0.4,0.0029296875
0.5,0.0048828125
0.5,0.00439453125
0.5,0.002197265625
0.6,0.0006866455078125
0.6,0.000274658203125
0.6,0.0003662109375
0.7,0.0003662109375
0.7,0.000274658203125
0.7,0.00035762786865234375
0.8,5.14984130859375e-05
0.8,3.4332275390625e-05
0.8,1.430511474609375e-05
0.9,2.1457672119140625e-05
0.9,4.291534423828125e-06
0.9,5.364418029785156e-06
1,4.023313522338867e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.25
0.2,0.25
0.2,0.125
0.2,0.09375
0.3,0.1875
0.3,0.140625
0.3,0.046875
0.4,0.01171875
0.4,0.03515625
0.4,0.0078125
0.5,0.01318359375
0.5,0.0054931640625
0.5,0.00274658203125
0.6,0.0018310546875
0.6,0.00091552734375
0.6,0.0004119873046875
0.7,0.0001373291015625
0.7,0.0002288818359375
0.7,0.00011444091796875
0.8,9.1552734375e-05
0.8,3.5762786865234375e-05
0.8,2.288818359375e-05
0.9,1.1444091796875e-05
0.9,8.58306884765625e-06
0.9,5.364418029785156e-06
1,4.023313522338867e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,1.0
0.1,0.75
0.2,0.25
0.2,0.25
0.2,0.046875
0.3,0.125
0.3,0.03125
0.3,0.03125
0.4,0.0234375
0.4,0.01171875
0.4,0.019775390625
0.5,0.00439453125
0.5,0.00439453125
0.5,0.0018310546875
0.6,0.00146484375
0.6,0.00054931640625
0.6,0.00054931640625
0.7,0.000274658203125
0.7,0.0002574920654296875
0.7,0.0001430511474609375
0.8,8.940696716308594e-05
0.8,1.609325408935547e-05
0.8,1.430511474609375e-05
0.9,9.5367431640625e-06
0.9,8.940696716308594e-06
0.9,6.705522537231445e-06
1,4.023313522338867e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.75
0.2,0.25
0.2,0.5
0.2,0.375
0.3,0.0625
0.3,0.0234375
0.3,0.017578125
0.4,0.03515625
0.4,0.01171875
0.4,0.015625
0.5,0.02197265625
0.5,0.003662109375
0.5,0.003662109375
0.6,0.0012359619140625
0.6,0.0010986328125
0.6,0.000732421875
0.7,0.0002288818359375
0.7,0.000514984130859375
0.7,8.58306884765625e-05
0.8,8.58306884765625e-05
0.8,3.8623809814453125e-05
0.8,2.682209014892578e-05
0.9,1.609325408935547e-05
0.9,8.046627044677734e-06
0.9,5.364418029785156e-06
1,3.2186508178710938e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.5
0.1,0.5
0.2,0.375
0.2,0.125
0.2,0.1875
0.3,0.0703125
0.3,0.09375
0.3,0.03515625
0.4,0.0146484375
0.4,0.01171875
0.4,0.0146484375
0.5,0.0054931640625
0.5,0.0009765625
0.5,0.003662109375
0.6,0.00091552734375
0.6,0.001373291015625
0.6,0.00054931640625
0.7,0.000457763671875
0.7,0.00018310546875
0.7,6.866455078125e-05
0.8,5.7220458984375e-05
0.8,7.152557373046875e-05
0.8,3.4332275390625e-05
0.9,2.1457672119140625e-05
0.9,1.341104507446289e-05
0.9,6.705522537231445e-06
1,2.682209014892578e-06
1,1.6093254089355469e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.75
0.1,0.25
0.2,0.75
0.2,0.1875
0.2,0.09375
0.3,0.046875
0.3,0.0234375
0.3,0.09375
0.4,0.0234375
0.4,0.017578125
0.4,0.01171875
0.5,0.0087890625
0.5,0.003662109375
0.5,0.003662109375
0.6,0.00146484375
0.6,0.00054931640625
0.6,0.0011444091796875
0.7,0.00030517578125
0.7,0.0002288818359375
0.7,0.00019073486328125
0.8,5.14984130859375e-05
0.8,2.1457672119140625e-05
0.8,1.0728836059570312e-05
0.9,1.7881393432617188e-05
0.9,1.341104507446289e-05
0.9,5.364418029785156e-06
1,2.682209014892578e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.25
0.2,0.5
0.2,0.125
0.2,0.1875
0.3,0.125
0.3,0.046875
0.3,0.0234375
0.4,0.017578125
0.4,0.005859375
0.4,0.00439453125
0.5,0.005859375
0.5,0.00439453125
0.5,0.003662109375
0.6,0.001220703125
0.6,0.001220703125
0.6,0.0004119873046875
0.7,0.000274658203125
0.7,0.0001373291015625
0.7,4.57763671875e-05
0.8,0.000102996826171875
0.8,5.364418029785156e-05
0.8,2.574920654296875e-05
0.9,2.682209014892578e-05
0.9,1.609325408935547e-05
0.9,6.705522537231445e-06
1,3.2186508178710938e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.25
0.1,0.25
0.2,1.0
0.2,0.375
0.2,0.0625
0.3,0.0234375
0.3,0.1171875
0.3,0.0078125
0.4,0.046875
0.4,0.01171875
0.4,0.01171875
0.5,0.0029296875
0.5,0.00494384765625
0.5,0.00244140625
0.6,0.00054931640625
0.6,0.00244140625
0.6,0.000762939453125
0.7,0.0010986328125
0.7,0.0002288818359375
0.7,0.0001373291015625
0.8,0.00011444091796875
0.8,1.9073486328125e-05
0.8,3.218650817871094e-05
0.9,8.046627044677734e-06
0.9,8.58306884765625e-06
0.9,4.291534423828125e-06
1,2.682209014892578e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.5
0.2,0.25
0.2,0.1875
0.2,0.0625
0.3,0.03125
0.3,0.125
0.3,0.0390625
0.4,0.03515625
0.4,0.01171875
0.4,0.005859375
0.5,0.003662109375
0.5,0.00439453125
0.5,0.0018310546875
0.6,0.002197265625
0.6,0.0006866455078125
0.6,0.000732421875
0.7,0.0001220703125
0.7,9.1552734375e-05
0.7,4.291534423828125e-05
0.8,5.7220458984375e-05
0.8,5.7220458984375e-05
0.8,1.71661376953125e-05
0.9,1.7881393432617188e-05
0.9,8.58306884765625e-06
0.9,3.5762786865234375e-06
1,3.3527612686157227e-06
1,1.6093254089355469e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.25
0.2,0.25
0.2,0.3125
0.2,0.375
0.3,0.09375
0.3,0.0234375
0.3,0.03515625
0.4,0.03515625
0.4,0.0146484375
0.4,0.01171875
0.5,0.01171875
0.5,0.0054931640625
0.5,0.00244140625
0.6,0.0010986328125
0.6,0.0011444091796875
0.6,0.000457763671875
0.7,0.00030517578125
0.7,0.000152587890625
0.7,0.000102996826171875
0.8,8.58306884765625e-05
0.8,3.8623809814453125e-05
0.8,1.2874603271484375e-05
0.9,2.1457672119140625e-05
0.9,1.341104507446289e-05
0.9,5.364418029785156e-06
1,2.682209014892578e-06
1,2.0116567611694336e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,0.25
0.1,0.25
0.2,0.125
0.2,0.1875
0.2,0.125
0.3,0.1875
0.3,0.046875
0.3,0.0703125
0.4,0.01171875
0.4,0.03955078125
0.4,0.009765625
0.5,0.01318359375
0.5,0.00439453125
0.5,0.00146484375
0.6,0.0018310546875
0.6,0.00054931640625
0.6,0.000274658203125
0.7,0.00018310546875
0.7,0.000274658203125
0.7,5.14984130859375e-05
0.8,4.291534423828125e-05
0.8,4.291534423828125e-05
0.8,2.682209014892578e-05
0.9,1.7881393432617188e-05
0.9,1.0728836059570312e-05
0.9,3.3527612686157227e-06
1,3.3527612686157227e-06
1,1.6763806343078613e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,1.0
0.1,0.5
0.1,0.5
0.2,0.125
0.2,0.1875
0.2,0.09375
0.3,0.0234375
0.3,0.03125
0.3,0.03515625
0.4,0.015625
0.4,0.0078125
0.4,0.01171875
0.5,0.0078125
0.5,0.00146484375
0.5,0.0010986328125
0.6,0.003662109375
0.6,0.0006866455078125
0.6,0.000762939453125
0.7,0.0006866455078125
0.7,0.000171661376953125
0.7,0.00011444091796875
0.8,0.00012874603271484375
0.8,3.8623809814453125e-05
0.8,3.4332275390625e-05
0.9,1.341104507446289e-05
0.9,7.152557373046875e-06
0.9,6.705522537231445e-06
1,2.682209014892578e-06
1,1.6093254089355469e-06
1,1.0058283805847168e-06
0.1,1.0
0.1,0.5
0.1,1.0
0.1,0.5
0.2,0.25
